Country,2005
Brazil,50.25623
China,49.46962
Colombia,30.57365
Ethiopia,1.22348
France,180.44481
Germany,171.07679
India,14.96965
Indonesia,19.88731
Japan,176.75567
Mexico,63.17766
Nigeria,7.62323
Russia,194.62656
South Africa,107.83603
United Kingdom,162.26568
United States,339.34309
